6884,0,793.00,1035.00,42.00,62.00,1,1,1.0
6885,0,791.00,1031.00,42.00,62.00,1,1,1.0
6886,0,791.00,1031.00,42.00,62.00,1,1,1.0
6887,0,789.00,1031.00,42.00,62.00,1,1,1.0
6888,0,789.00,1027.00,42.00,62.00,1,1,1.0
6889,0,787.00,1027.00,42.00,62.00,1,1,1.0
6890,0,787.00,1027.00,42.00,62.00,1,1,1.0
6891,0,785.00,1023.00,43.00,62.00,1,1,1.0
6892,0,785.00,1023.00,43.00,62.00,1,1,1.0
6893,0,783.00,1023.00,43.00,62.00,1,1,1.0
6894,0,783.00,1019.00,43.00,62.00,1,1,1.0
6895,0,783.00,1019.00,43.00,62.00,1,1,1.0
6896,0,782.00,1019.00,42.00,62.00,1,1,1.0
6897,0,782.00,1015.00,42.00,61.00,1,1,1.0
6898,0,780.00,1015.00,42.00,61.00,1,1,1.0
6899,0,780.00,1015.00,42.00,61.00,1,1,1.0
6900,0,778.00,1011.00,42.00,61.00,1,1,1.0
6901,0,778.00,1011.00,42.00,61.00,1,1,1.0
6902,0,776.00,1011.00,42.00,61.00,1,1,1.0
6903,0,776.00,1007.00,42.00,61.00,1,1,1.0
6904,0,776.00,1007.00,42.00,61.00,1,1,1.0
6905,0,774.00,1007.00,43.00,61.00,1,1,1.0
6906,0,774.00,1002.00,43.00,62.00,1,1,1.0
6907,0,772.00,1002.00,43.00,62.00,1,1,1.0
6908,0,772.00,1002.00,43.00,62.00,1,1,1.0
6909,0,771.00,998.00,42.00,62.00,1,1,1.0
6910,0,771.00,998.00,42.00,62.00,1,1,1.0
6911,0,769.00,998.00,42.00,62.00,1,1,1.0
6912,0,769.00,994.00,42.00,62.00,1,1,1.0
6913,0,767.00,994.00,42.00,62.00,1,1,1.0
6914,0,767.00,994.00,42.00,62.00,1,1,1.0
6915,0,767.00,990.00,42.00,62.00,1,1,1.0
6916,0,765.00,990.00,42.00,62.00,1,1,1.0
6917,0,765.00,990.00,42.00,62.00,1,1,1.0
6918,0,763.00,986.00,43.00,62.00,1,1,1.0
6919,0,763.00,986.00,43.00,62.00,1,1,1.0
6920,0,761.00,986.00,43.00,62.00,1,1,1.0
6921,0,761.00,982.00,43.00,62.00,1,1,1.0
6922,0,760.00,982.00,42.00,62.00,1,1,1.0
6923,0,760.00,982.00,42.00,62.00,1,1,1.0
6924,0,760.00,978.00,42.00,61.00,1,1,1.0
6925,0,758.00,978.00,42.00,61.00,1,1,1.0
6926,0,758.00,978.00,42.00,61.00,1,1,1.0
6927,0,756.00,974.00,42.00,61.00,1,1,1.0
6928,0,756.00,974.00,42.00,61.00,1,1,1.0
6929,0,754.00,974.00,42.00,61.00,1,1,1.0
6930,0,754.00,970.00,42.00,61.00,1,1,1.0
6931,0,752.00,970.00,43.00,61.00,1,1,1.0
6932,0,752.00,970.00,43.00,61.00,1,1,1.0
6933,0,750.00,965.00,43.00,62.00,1,1,1.0
6934,0,750.00,965.00,43.00,62.00,1,1,1.0
6935,0,750.00,965.00,43.00,62.00,1,1,1.0
6936,0,748.00,961.00,43.00,62.00,1,1,1.0
6937,0,748.00,961.00,43.00,62.00,1,1,1.0
6938,0,747.00,961.00,42.00,62.00,1,1,1.0
6939,0,747.00,957.00,42.00,62.00,1,1,1.0
6940,0,745.00,957.00,42.00,62.00,1,1,1.0
6941,0,745.00,957.00,42.00,62.00,1,1,1.0
6942,0,743.00,953.00,42.00,62.00,1,1,1.0
6943,0,743.00,953.00,42.00,62.00,1,1,1.0
6944,0,743.00,953.00,42.00,62.00,1,1,1.0
6945,0,741.00,949.00,42.00,62.00,1,1,1.0
6946,0,741.00,949.00,42.00,62.00,1,1,1.0
6947,0,739.00,949.00,43.00,62.00,1,1,1.0
6948,0,739.00,945.00,43.00,62.00,1,1,1.0
6949,0,737.00,945.00,43.00,62.00,1,1,1.0
